Date,Traffic Source,New vs Returning Visitors,Device Type,Browser Type,Operating System,Geographic Data - Country,Landing Page,Exit Page,Campaign,Page Views,Sessions,Bounce,Avg. Session Duration,Converted
2024-09-17,Referral,New,Desktop,Firefox,macOS,Karnataka,Checkout,Contact Us,Spring Sale,6,4,No,1.88,No
2024-08-24,Referral,New,Desktop,Chrome,macOS,Assam,Contact Us,Checkout,Holiday Discounts,7,1,No,3.26,Yes
2024-08-22,Organic,Returning,Desktop,Safari,macOS,Karnataka,Product Page,Homepage,Newsletter,2,2,No,7.70,Yes
2024-09-12,Organic,Returning,Mobile,Chrome,iOS,Maharashtra,Homepage,Checkout,Spring Sale,2,2,No,5.83,Yes
2024-07-18,Direct,Returning,Desktop,Chrome,macOS,Uttar Pradesh,Homepage,Homepage,Spring Sale,4,4,No,1.82,Yes
2024-07-24,Referral,New,Desktop,Chrome,macOS,West Bengal,Blog,Product Page,Spring Sale,4,4,No,1.89,Yes
2024-09-02,Organic,New,Mobile,Internet Explorer,Windows,Uttar Pradesh,Homepage,Blog,Holiday Discounts,1,3,No,6.43,No
2024-07-23,Organic,New,Mobile,Safari,iOS,Karnataka,Product Page,Checkout,Holiday Discounts,7,6,No,5.45,No
2024-09-01,Paid,New,Mobile,Chrome,iOS,Maharashtra,Homepage,Homepage,Product Launch,4,4,No,4.69,Yes
2024-08-01,Organic,Returning,Desktop,Chrome,Windows,Uttar Pradesh,Homepage,Checkout,Spring Sale,4,2,Yes,7.37,No
2024-09-17,Organic,New,Desktop,Chrome,Windows,Uttar Pradesh,Product Page,Homepage,Holiday Discounts,7,6,No,9.17,No
2024-08-02,Organic,New,Mobile,Chrome,Android,Jammu and Kashmir,Contact Us,Homepage,Holiday Discounts,3,1,No,8.50,Yes
2024-08-19,Organic,New,Desktop,Safari,macOS,Assam,Product Page,Product Page,Spring Sale,6,1,No,1.67,No
2024-08-18,Organic,New,Mobile,Safari,iOS,Andhra Pradesh,Blog,Product Page,Spring Sale,6,2,No,4.23,No
2024-07-29,Organic,Returning,Mobile,Firefox,Android,Andhra Pradesh,Checkout,Product Page,Spring Sale,4,2,No,5.91,No
2024-07-29,Direct,Returning,Mobile,Safari,iOS,Jharkhand,Product Page,Blog,Spring Sale,3,4,No,2.75,No
2024-07-20,Paid,Returning,Mobile,Safari,iOS,Gujarat,Checkout,Product Page,Spring Sale,3,4,No,7.92,No
2024-08-06,Direct,New,Mobile,Edge,Windows,Haryana,Product Page,Product Page,Holiday Discounts,8,3,No,6.35,Yes
2024-08-17,Organic,New,Mobile,Chrome,Android,Karnataka,Blog,Product Page,Newsletter,6,3,No,2.36,No
2024-09-17,Direct,Returning,Desktop,Chrome,Windows,Jammu and Kashmir,Checkout,Homepage,Newsletter,3,2,No,7.41,Yes
2024-09-13,Organic,Returning,Mobile,Chrome,Android,Punjab,Contact Us,Checkout,Holiday Discounts,11,2,No,6.14,Yes
2024-08-29,Paid,Returning,Desktop,Chrome,Windows,Maharashtra,Homepage,Product Page,Holiday Discounts,3,0,Yes,5.85,No
2024-09-14,Organic,New,Mobile,Safari,iOS,Jharkhand,Contact Us,Checkout,Product Launch,3,1,No,1.69,No
2024-09-07,Paid,New,Mobile,Safari,iOS,Uttarakhand,Homepage,Homepage,Product Launch,4,4,No,1.26,Yes
2024-08-31,Paid,New,Mobile,Chrome,Android,Maharashtra,Checkout,Checkout,Spring Sale,8,4,No,2.07,Yes
2024-08-13,Referral,New,Desktop,Chrome,Windows,Uttarakhand,Homepage,Product Page,Spring Sale,5,5,No,8.92,No
2024-08-17,Paid,New,Desktop,Safari,macOS,Uttar Pradesh,Contact Us,Homepage,Holiday Discounts,7,2,Yes,7.81,No
2024-07-26,Paid,Returning,Desktop,Chrome,Windows,Jharkhand,Homepage,Product Page,Spring Sale,4,2,Yes,5.41,No
2024-08-04,Organic,New,Mobile,Firefox,Android,Telangana,Homepage,Homepage,Newsletter,5,2,No,2.54,Yes
2024-09-15,Organic,Returning,Desktop,Firefox,macOS,Madhya Pradesh,Product Page,Homepage,Spring Sale,10,5,No,6.30,Yes
2024-08-12,Paid,New,Tablet,Safari,iOS,Maharashtra,Homepage,Product Page,Newsletter,6,2,No,4.58,Yes
2024-09-23,Direct,New,Desktop,Safari,macOS,Maharashtra,Homepage,Homepage,Holiday Discounts,5,1,Yes,9.34,No
2024-08-11,Referral,Returning,Desktop,Firefox,macOS,Jammu and Kashmir,Checkout,Product Page,Spring Sale,3,4,No,4.74,Yes
2024-07-26,Direct,New,Mobile,Chrome,Android,Andhra Pradesh,Homepage,Checkout,Spring Sale,6,4,No,8.86,Yes
2024-08-17,Referral,New,Mobile,Safari,iOS,Maharashtra,Homepage,Product Page,Spring Sale,2,3,No,4.36,No
2024-08-05,Direct,Returning,Desktop,Safari,macOS,Maharashtra,Homepage,Checkout,Newsletter,5,1,No,9.78,Yes
2024-08-24,Direct,New,Mobile,Safari,iOS,Karnataka,Blog,Product Page,Spring Sale,7,3,No,6.85,No
2024-08-12,Direct,New,Mobile,Safari,iOS,Maharashtra,Checkout,Checkout,Spring Sale,2,2,No,3.12,No
2024-07-28,Organic,New,Desktop,Chrome,Windows,Punjab,Contact Us,Blog,Spring Sale,4,1,Yes,1.20,No
2024-07-16,Direct,New,Desktop,Chrome,Windows,Bihar,Blog,Checkout,Spring Sale,8,4,No,6.81,No
2024-07-24,Direct,New,Tablet,Edge,Windows,Uttar Pradesh,Homepage,Contact Us,Holiday Discounts,3,3,Yes,6.29,No
2024-09-21,Referral,New,Desktop,Safari,macOS,Rajasthan,Homepage,Checkout,Product Launch,7,2,Yes,5.22,No
2024-09-15,Paid,New,Mobile,Firefox,Android,Puducherry,Checkout,Product Page,Holiday Discounts,8,2,Yes,2.86,No
2024-10-14,Referral,New,Mobile,Chrome,Android,Maharashtra,Homepage,Contact Us,Holiday Discounts,9,3,No,6.49,No
2024-10-04,Organic,New,Desktop,Safari,macOS,Uttar Pradesh,Homepage,Homepage,Product Launch,3,5,No,2.81,Yes
2024-09-14,Organic,New,Mobile,Safari,iOS,Maharashtra,Homepage,Contact Us,Holiday Discounts,7,3,No,2.36,No
2024-10-11,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Blog,Spring Sale,3,6,No,7.27,No
2024-08-06,Direct,New,Desktop,Chrome,Windows,Nagaland,Homepage,Checkout,Product Launch,6,2,No,6.94,No
2024-09-24,Organic,New,Desktop,Internet Explorer,Windows,West Bengal,Homepage,Product Page,Newsletter,4,3,No,9.40,Yes
2024-08-31,Organic,New,Mobile,Edge,Windows,Haryana,Homepage,Product Page,Spring Sale,3,6,No,8.90,Yes
2024-07-22,Organic,New,Mobile,Safari,iOS,Karnataka,Product Page,Checkout,Product Launch,5,4,No,2.50,Yes
2024-08-09,Direct,New,Mobile,Chrome,Android,Gujarat,Contact Us,Blog,Holiday Discounts,2,1,Yes,4.24,No
2024-08-29,Direct,New,Desktop,Firefox,macOS,Madhya Pradesh,Homepage,Product Page,Spring Sale,5,1,No,1.59,Yes
2024-10-06,Paid,New,Mobile,Internet Explorer,Windows,Karnataka,Homepage,Homepage,Holiday Discounts,7,2,No,5.77,No
2024-08-28,Referral,New,Mobile,Chrome,Android,Maharashtra,Homepage,Contact Us,Spring Sale,8,4,No,9.59,Yes
2024-08-10,Direct,Returning,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Checkout,Product Launch,0,4,No,7.12,No
2024-10-03,Organic,New,Desktop,Chrome,Windows,Punjab,Homepage,Blog,Spring Sale,3,6,No,9.20,No
2024-10-12,Organic,Returning,Desktop,Chrome,Windows,Gujarat,Contact Us,Checkout,Product Launch,8,2,No,9.69,Yes
2024-08-10,Direct,Returning,Mobile,Safari,iOS,Madhya Pradesh,Homepage,Homepage,Holiday Discounts,10,2,No,5.38,Yes
2024-08-06,Organic,New,Desktop,Safari,macOS,Tamil Nadu,Product Page,Product Page,Spring Sale,7,2,No,6.94,No
2024-08-12,Paid,Returning,Tablet,Chrome,Android,West Bengal,Homepage,Homepage,Product Launch,7,1,Yes,2.50,No
2024-09-04,Direct,New,Desktop,Chrome,Windows,Karnataka,Product Page,Checkout,Spring Sale,4,4,No,1.94,Yes
2024-07-20,Direct,New,Desktop,Internet Explorer,Windows,Bihar,Homepage,Checkout,Product Launch,7,2,Yes,1.61,No
2024-08-19,Direct,New,Desktop,Chrome,Windows,Gujarat,Blog,Product Page,Holiday Discounts,1,0,Yes,5.64,No
2024-09-23,Organic,New,Mobile,Safari,iOS,Uttar Pradesh,Homepage,Checkout,Newsletter,8,4,No,9.57,Yes
2024-07-27,Direct,New,Mobile,Edge,Windows,Gujarat,Contact Us,Checkout,Holiday Discounts,5,6,No,4.41,No
2024-10-14,Referral,New,Mobile,Safari,iOS,Uttar Pradesh,Blog,Homepage,Spring Sale,7,3,No,3.56,Yes
2024-09-07,Direct,New,Mobile,Firefox,Android,Delhi,Product Page,Product Page,Holiday Discounts,7,3,No,8.76,Yes
2024-10-05,Organic,New,Mobile,Chrome,Android,Tamil Nadu,Product Page,Homepage,Holiday Discounts,7,4,No,5.35,Yes
2024-09-07,Organic,New,Mobile,Safari,iOS,Uttar Pradesh,Homepage,Product Page,Newsletter,6,1,No,2.62,Yes
2024-08-05,Organic,New,Mobile,Chrome,Android,Haryana,Homepage,Product Page,Holiday Discounts,11,4,No,6.45,No
2024-10-11,Paid,Returning,Desktop,Safari,macOS,Haryana,Product Page,Blog,Product Launch,6,2,No,6.27,Yes
2024-07-23,Direct,New,Mobile,Safari,iOS,Jammu and Kashmir,Homepage,Product Page,Holiday Discounts,1,1,No,7.61,Yes
2024-08-26,Organic,New,Mobile,Chrome,Android,Andhra Pradesh,Homepage,Blog,Spring Sale,8,7,No,9.86,No
2024-09-18,Direct,New,Desktop,Safari,macOS,Maharashtra,Homepage,Product Page,Newsletter,1,0,Yes,1.20,No
2024-07-27,Direct,New,Desktop,Chrome,Windows,West Bengal,Product Page,Product Page,Newsletter,5,3,Yes,5.09,No
2024-08-13,Organic,New,Desktop,Chrome,Windows,Maharashtra,Product Page,Product Page,Holiday Discounts,5,6,No,7.75,Yes
2024-08-13,Organic,New,Mobile,Firefox,Android,Uttar Pradesh,Blog,Homepage,Spring Sale,4,3,No,9.59,No
2024-09-18,Organic,New,Mobile,Safari,iOS,Bihar,Homepage,Product Page,Holiday Discounts,4,6,No,8.28,No
2024-09-02,Direct,New,Desktop,Safari,macOS,Maharashtra,Homepage,Blog,Product Launch,4,3,No,1.61,Yes
2024-08-21,Paid,New,Mobile,Internet Explorer,Windows,Uttarakhand,Product Page,Product Page,Product Launch,5,3,Yes,3.78,No
2024-07-17,Referral,New,Mobile,Chrome,Android,Haryana,Homepage,Product Page,Product Launch,7,3,Yes,2.27,No
2024-08-07,Organic,New,Mobile,Safari,iOS,Karnataka,Homepage,Homepage,Spring Sale,5,3,Yes,6.94,No
2024-10-08,Organic,New,Desktop,Safari,macOS,Telangana,Homepage,Product Page,Newsletter,9,1,Yes,2.54,No
2024-10-02,Paid,Returning,Mobile,Chrome,Android,Maharashtra,Homepage,Product Page,Newsletter,3,4,No,7.77,Yes
2024-08-15,Paid,New,Desktop,Chrome,Windows,Haryana,Homepage,Checkout,Spring Sale,3,3,No,6.14,Yes
2024-10-13,Direct,New,Desktop,Chrome,Windows,Rajasthan,Homepage,Blog,Holiday Discounts,2,2,No,9.30,No
2024-07-16,Organic,New,Mobile,Safari,iOS,Karnataka,Homepage,Contact Us,Holiday Discounts,6,2,No,8.28,No
2024-07-20,Direct,New,Mobile,Firefox,Android,Maharashtra,Homepage,Contact Us,Holiday Discounts,6,3,Yes,9.15,No
2024-07-28,Direct,Returning,Desktop,Chrome,Windows,Haryana,Homepage,Product Page,Product Launch,6,5,No,9.73,No
2024-09-18,Organic,Returning,Desktop,Safari,macOS,Karnataka,Product Page,Product Page,Newsletter,5,3,No,1.82,No
2024-08-17,Organic,New,Mobile,Safari,iOS,Dadra and Nagar Haveli,Homepage,Product Page,Holiday Discounts,3,4,No,5.52,Yes
2024-10-11,Organic,New,Desktop,Chrome,Windows,Arunachal Pradesh,Contact Us,Blog,Holiday Discounts,5,5,No,5.84,Yes
2024-08-20,Direct,New,Desktop,Safari,macOS,Haryana,Homepage,Product Page,Product Launch,9,3,Yes,3.56,No
2024-09-05,Organic,Returning,Desktop,Chrome,Windows,Maharashtra,Product Page,Product Page,Spring Sale,4,5,No,8.35,No
2024-08-19,Organic,Returning,Mobile,Chrome,Android,West Bengal,Homepage,Homepage,Spring Sale,7,4,No,7.21,No
2024-10-03,Organic,New,Desktop,Chrome,macOS,Arunachal Pradesh,Homepage,Checkout,Spring Sale,9,4,No,2.21,Yes
2024-08-21,Organic,New,Desktop,Chrome,macOS,Gujarat,Blog,Product Page,Newsletter,11,3,No,2.19,Yes
2024-09-26,Paid,New,Mobile,Chrome,Android,Maharashtra,Homepage,Homepage,Holiday Discounts,6,4,No,5.60,Yes
2024-10-08,Direct,Returning,Desktop,Chrome,macOS,Dadra and Nagar Haveli,Homepage,Product Page,Newsletter,7,2,No,7.96,Yes
2024-08-07,Direct,Returning,Desktop,Chrome,macOS,Haryana,Blog,Checkout,Holiday Discounts,3,1,No,4.33,Yes
2024-10-07,Organic,Returning,Desktop,Safari,macOS,West Bengal,Homepage,Product Page,Spring Sale,7,2,Yes,1.01,No
2024-09-17,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Blog,Homepage,Spring Sale,1,0,Yes,9.90,No
2024-08-15,Referral,New,Mobile,Chrome,Android,Karnataka,Contact Us,Checkout,Spring Sale,2,0,Yes,9.48,No
2024-10-13,Direct,New,Mobile,Safari,iOS,Goa,Homepage,Product Page,Product Launch,4,4,No,1.04,Yes
2024-08-10,Organic,New,Mobile,Chrome,Android,Punjab,Homepage,Homepage,Product Launch,3,4,No,2.66,Yes
2024-09-18,Direct,New,Desktop,Internet Explorer,macOS,Madhya Pradesh,Contact Us,Contact Us,Product Launch,7,1,No,7.08,Yes
2024-08-29,Paid,New,Mobile,Safari,iOS,Maharashtra,Homepage,Product Page,Holiday Discounts,6,2,No,4.73,No
2024-07-29,Direct,Returning,Mobile,Chrome,Android,Rajasthan,Checkout,Checkout,Product Launch,4,1,No,8.71,Yes
2024-08-18,Organic,New,Desktop,Chrome,macOS,Madhya Pradesh,Homepage,Product Page,Spring Sale,10,5,No,3.10,No
2024-09-03,Organic,Returning,Desktop,Edge,Windows,Tamil Nadu,Homepage,Checkout,Spring Sale,3,5,No,2.98,No
2024-10-13,Organic,New,Mobile,Safari,iOS,Uttar Pradesh,Checkout,Checkout,Spring Sale,3,2,No,9.37,Yes
2024-07-30,Direct,New,Mobile,Firefox,Android,Gujarat,Homepage,Product Page,Spring Sale,5,3,Yes,3.98,No
2024-09-22,Organic,New,Mobile,Firefox,Windows,Tamil Nadu,Homepage,Product Page,Spring Sale,2,2,Yes,4.93,No
2024-09-23,Organic,New,Mobile,Safari,iOS,Rajasthan,Homepage,Homepage,Spring Sale,5,5,No,2.54,Yes
2024-07-16,Direct,New,Mobile,Safari,iOS,Karnataka,Homepage,Checkout,Holiday Discounts,4,4,No,8.81,No
2024-09-17,Referral,Returning,Desktop,Safari,macOS,Andhra Pradesh,Blog,Homepage,Holiday Discounts,7,3,No,1.92,No
2024-08-22,Direct,New,Mobile,Chrome,Android,Rajasthan,Homepage,Contact Us,Product Launch,7,4,No,8.29,No
2024-08-16,Direct,New,Desktop,Safari,macOS,Karnataka,Product Page,Product Page,Spring Sale,5,5,No,5.07,No
2024-07-29,Direct,Returning,Mobile,Firefox,iOS,West Bengal,Homepage,Product Page,Holiday Discounts,2,1,No,8.50,Yes
2024-10-02,Organic,New,Mobile,Chrome,Android,Maharashtra,Contact Us,Product Page,Spring Sale,3,3,No,4.44,Yes
2024-08-22,Organic,Returning,Tablet,Chrome,Windows,Andhra Pradesh,Homepage,Product Page,Product Launch,7,4,No,2.83,Yes
2024-07-27,Direct,New,Mobile,Chrome,Android,Madhya Pradesh,Blog,Homepage,Product Launch,2,4,No,8.05,Yes
2024-08-15,Organic,New,Mobile,Chrome,Android,Maharashtra,Homepage,Homepage,Spring Sale,3,2,No,2.64,Yes
2024-07-19,Referral,New,Mobile,Chrome,Android,Meghalaya,Homepage,Checkout,Holiday Discounts,3,2,Yes,4.46,No
2024-09-05,Referral,Returning,Mobile,Chrome,Android,Maharashtra,Homepage,Contact Us,Spring Sale,5,3,No,6.71,Yes
2024-10-04,Organic,New,Mobile,Chrome,Android,Gujarat,Checkout,Homepage,Spring Sale,4,3,No,9.20,No
2024-09-24,Organic,New,Mobile,Chrome,Android,Maharashtra,Homepage,Checkout,Holiday Discounts,5,4,No,4.69,No
2024-08-07,Organic,New,Mobile,Safari,iOS,Maharashtra,Product Page,Contact Us,Holiday Discounts,6,3,Yes,9.42,No
2024-09-13,Paid,New,Desktop,Safari,macOS,Gujarat,Homepage,Contact Us,Spring Sale,1,0,Yes,9.14,No
2024-10-07,Organic,Returning,Mobile,Chrome,Android,Himachal Pradesh,Homepage,Product Page,Spring Sale,4,2,Yes,9.43,No
2024-09-04,Direct,New,Mobile,Safari,iOS,Madhya Pradesh,Homepage,Homepage,Spring Sale,5,5,No,6.99,No
2024-07-31,Paid,Returning,Tablet,Chrome,Windows,Haryana,Contact Us,Blog,Holiday Discounts,1,0,Yes,4.77,No
2024-08-27,Organic,New,Desktop,Safari,macOS,Tamil Nadu,Checkout,Blog,Holiday Discounts,6,1,No,5.14,Yes
2024-10-05,Direct,Returning,Desktop,Chrome,Linux,Telangana,Homepage,Product Page,Holiday Discounts,9,2,No,7.89,No
2024-09-04,Organic,New,Mobile,Chrome,Android,Punjab,Homepage,Homepage,Holiday Discounts,2,1,No,4.19,Yes
2024-09-12,Organic,Returning,Mobile,Chrome,Android,Haryana,Homepage,Homepage,Newsletter,4,3,No,9.00,Yes
2024-09-01,Organic,New,Desktop,Chrome,Linux,Madhya Pradesh,Homepage,Blog,Spring Sale,7,5,No,3.49,No
2024-07-24,Organic,New,Mobile,Safari,iOS,Gujarat,Homepage,Checkout,Spring Sale,4,2,No,8.80,No
2024-08-08,Organic,New,Desktop,Internet Explorer,macOS,Punjab,Checkout,Product Page,Spring Sale,4,4,No,9.44,No
2024-09-25,Direct,Returning,Mobile,Safari,iOS,Rajasthan,Checkout,Blog,Product Launch,3,2,Yes,7.69,No
2024-10-05,Direct,New,Mobile,Chrome,Android,Jharkhand,Blog,Product Page,Spring Sale,3,2,Yes,7.52,No
2024-08-31,Direct,Returning,Mobile,Chrome,Android,Tamil Nadu,Homepage,Product Page,Holiday Discounts,4,2,No,9.18,Yes
2024-09-01,Organic,New,Mobile,Safari,iOS,Assam,Product Page,Product Page,Newsletter,6,1,No,9.36,No
2024-09-27,Direct,New,Mobile,Safari,iOS,Karnataka,Product Page,Checkout,Holiday Discounts,2,3,No,9.60,No
2024-09-11,Organic,New,Mobile,Firefox,iOS,West Bengal,Homepage,Product Page,Spring Sale,6,1,No,8.88,Yes
2024-09-22,Referral,New,Desktop,Chrome,Linux,Jammu and Kashmir,Product Page,Product Page,Spring Sale,4,3,No,2.63,Yes
2024-08-17,Organic,Returning,Mobile,Chrome,iOS,Maharashtra,Homepage,Checkout,Product Launch,4,2,Yes,7.94,No
2024-08-13,Organic,Returning,Desktop,Internet Explorer,macOS,Andhra Pradesh,Homepage,Product Page,Spring Sale,5,1,Yes,3.70,No
2024-07-17,Direct,New,Tablet,Safari,Windows,Himachal Pradesh,Homepage,Contact Us,Newsletter,6,5,No,6.44,Yes
2024-08-09,Organic,New,Mobile,Safari,iOS,Haryana,Blog,Checkout,Product Launch,3,0,Yes,7.48,No
2024-08-25,Direct,New,Mobile,Chrome,iOS,Maharashtra,Homepage,Homepage,Spring Sale,4,1,No,5.51,Yes
2024-10-11,Organic,Returning,Mobile,Chrome,iOS,Andhra Pradesh,Homepage,Blog,Newsletter,8,3,No,2.79,Yes
2024-09-07,Organic,New,Mobile,Internet Explorer,Windows,Odisha,Contact Us,Homepage,Spring Sale,3,4,No,1.83,Yes
2024-07-17,Organic,New,Mobile,Chrome,iOS,Maharashtra,Homepage,Product Page,Newsletter,9,4,No,4.86,No
2024-10-12,Organic,New,Desktop,Edge,Windows,Maharashtra,Product Page,Homepage,Holiday Discounts,8,3,No,5.50,No
2024-08-19,Organic,New,Mobile,Firefox,iOS,Andhra Pradesh,Product Page,Product Page,Newsletter,2,3,Yes,7.33,No
2024-08-27,Direct,New,Mobile,Safari,iOS,Maharashtra,Homepage,Homepage,Spring Sale,6,3,Yes,5.57,Yes
2024-09-24,Direct,New,Mobile,Firefox,iOS,West Bengal,Product Page,Product Page,Holiday Discounts,2,2,Yes,6.92,No
2024-09-20,Organic,Returning,Desktop,Safari,macOS,Uttar Pradesh,Homepage,Homepage,Holiday Discounts,8,4,No,6.86,Yes
2024-07-20,Organic,New,Mobile,Chrome,iOS,Uttar Pradesh,Homepage,Blog,Spring Sale,6,6,No,7.63,No
2024-08-12,Direct,New,Mobile,Chrome,iOS,Maharashtra,Product Page,Checkout,Spring Sale,9,2,No,7.24,No
2024-08-05,Organic,New,Tablet,Chrome,iOS,Bihar,Homepage,Checkout,Spring Sale,9,2,Yes,7.37,Yes
2024-10-10,Organic,Returning,Mobile,Chrome,iOS,Maharashtra,Blog,Product Page,Spring Sale,8,4,No,9.49,No
2024-08-03,Referral,New,Desktop,Safari,macOS,Uttar Pradesh,Homepage,Homepage,Holiday Discounts,3,7,No,9.63,Yes
2024-09-19,Organic,New,Mobile,Safari,iOS,Jammu and Kashmir,Homepage,Contact Us,Spring Sale,4,2,No,9.03,No
2024-07-29,Organic,New,Mobile,Safari,iOS,Bihar,Homepage,Homepage,Product Launch,5,2,Yes,5.17,Yes
2024-08-07,Direct,New,Mobile,Chrome,iOS,Gujarat,Homepage,Product Page,Spring Sale,3,3,No,7.94,No
2024-08-02,Organic,New,Mobile,Chrome,iOS,Punjab,Homepage,Product Page,Spring Sale,3,3,No,9.62,Yes
2024-08-14,Organic,New,Mobile,Chrome,iOS,Odisha,Homepage,Product Page,Product Launch,2,1,No,4.22,Yes
2024-07-16,Direct,New,Mobile,Chrome,Android,Maharashtra,Homepage,Product Page,Product Launch,2,2,Yes,8.03,Yes
2024-08-14,Organic,Returning,Mobile,Chrome,Android,Karnataka,Homepage,Product Page,Holiday Discounts,1,0,Yes,7.13,No
2024-08-29,Organic,New,Mobile,Firefox,Android,Maharashtra,Homepage,Product Page,Spring Sale,2,1,No,8.30,Yes
2024-08-01,Organic,Returning,Tablet,Chrome,iOS,Andhra Pradesh,Product Page,Product Page,Product Launch,4,4,No,5.83,Yes
2024-09-23,Direct,New,Desktop,Chrome,Linux,Tamil Nadu,Blog,Product Page,Holiday Discounts,7,4,No,9.60,Yes
2024-09-09,Direct,New,Mobile,Chrome,Android,Tamil Nadu,Contact Us,Product Page,Product Launch,9,4,No,7.20,Yes
2024-10-03,Organic,New,Desktop,Safari,macOS,Chhattisgarh,Product Page,Homepage,Holiday Discounts,6,2,No,2.17,Yes
2024-10-12,Referral,New,Mobile,Safari,iOS,Maharashtra,Homepage,Homepage,Spring Sale,4,3,No,9.03,Yes
2024-08-19,Organic,New,Mobile,Chrome,Android,Karnataka,Homepage,Blog,Spring Sale,6,2,Yes,6.32,No
2024-10-12,Direct,New,Mobile,Safari,iOS,Uttar Pradesh,Checkout,Product Page,Spring Sale,6,3,No,6.31,No
2024-07-30,Direct,New,Mobile,Chrome,Android,Puducherry,Checkout,Product Page,Spring Sale,5,1,No,8.36,Yes
2024-09-26,Paid,New,Mobile,Chrome,Android,Haryana,Contact Us,Contact Us,Spring Sale,2,2,Yes,2.35,Yes
2024-09-03,Organic,New,Desktop,Chrome,Linux,Maharashtra,Homepage,Homepage,Product Launch,2,1,Yes,6.46,No
2024-08-04,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Product Page,Homepage,Holiday Discounts,6,3,Yes,2.51,Yes
2024-08-26,Organic,New,Mobile,Safari,iOS,Uttar Pradesh,Checkout,Contact Us,Holiday Discounts,7,1,No,7.13,No
2024-08-19,Organic,New,Desktop,Chrome,Linux,Maharashtra,Homepage,Homepage,Holiday Discounts,5,5,No,8.27,Yes
2024-08-01,Organic,Returning,Mobile,Safari,iOS,Jharkhand,Checkout,Homepage,Spring Sale,10,1,No,8.49,Yes
2024-07-19,Direct,New,Mobile,Chrome,Android,Gujarat,Homepage,Homepage,Holiday Discounts,8,1,No,4.44,Yes
2024-09-24,Paid,Returning,Tablet,Safari,Windows,Maharashtra,Homepage,Blog,Holiday Discounts,4,2,No,5.34,Yes
2024-08-02,Organic,New,Desktop,Chrome,Linux,Madhya Pradesh,Checkout,Contact Us,Holiday Discounts,1,1,No,6.51,No
2024-09-19,Organic,New,Mobile,Safari,iOS,Rajasthan,Checkout,Product Page,Holiday Discounts,7,6,No,7.49,No
2024-09-23,Referral,New,Mobile,Internet Explorer,Windows,Andhra Pradesh,Blog,Contact Us,Spring Sale,6,2,No,7.42,No
2024-09-01,Organic,Returning,Mobile,Chrome,Android,Telangana,Homepage,Product Page,Holiday Discounts,6,2,Yes,9.11,Yes
2024-07-22,Direct,Returning,Desktop,Chrome,Windows,Bihar,Product Page,Product Page,Newsletter,3,2,Yes,3.70,Yes
2024-09-24,Organic,New,Mobile,Firefox,Android,Maharashtra,Blog,Blog,Spring Sale,4,2,No,5.10,Yes
2024-09-04,Paid,New,Desktop,Chrome,Linux,Karnataka,Checkout,Product Page,Spring Sale,8,2,No,5.28,Yes
2024-08-22,Referral,Returning,Desktop,Chrome,macOS,Odisha,Contact Us,Product Page,Product Launch,3,1,No,6.38,No
2024-09-29,Organic,New,Mobile,Safari,iOS,Tamil Nadu,Homepage,Blog,Spring Sale,9,3,No,3.45,No
2024-10-13,Organic,New,Mobile,Safari,iOS,Delhi,Homepage,Checkout,Spring Sale,8,1,Yes,6.94,No
2024-08-14,Direct,New,Desktop,Chrome,macOS,Jammu and Kashmir,Homepage,Product Page,Holiday Discounts,7,4,No,8.02,Yes
2024-08-16,Direct,New,Mobile,Safari,iOS,Maharashtra,Homepage,Blog,Spring Sale,7,6,No,2.54,No
2024-07-16,Organic,New,Mobile,Edge,Windows,Telangana,Homepage,Product Page,Spring Sale,6,6,No,3.60,No
2024-10-09,Organic,New,Desktop,Chrome,macOS,Maharashtra,Contact Us,Product Page,Holiday Discounts,8,3,Yes,6.01,Yes
2024-09-28,Organic,New,Desktop,Chrome,macOS,Andhra Pradesh,Homepage,Product Page,Spring Sale,5,6,No,6.40,Yes
2024-08-13,Organic,Returning,Mobile,Chrome,Android,Assam,Blog,Homepage,Spring Sale,3,5,No,2.12,Yes
2024-09-07,Organic,Returning,Mobile,Chrome,Android,Tamil Nadu,Homepage,Homepage,Holiday Discounts,5,2,No,9.53,No
2024-09-27,Organic,Returning,Mobile,Chrome,Android,Uttar Pradesh,Contact Us,Checkout,Product Launch,7,7,No,9.01,No
2024-07-25,Paid,New,Desktop,Chrome,macOS,Uttar Pradesh,Homepage,Product Page,Holiday Discounts,5,3,Yes,5.77,No
2024-08-11,Organic,New,Mobile,Safari,iOS,Andhra Pradesh,Blog,Blog,Holiday Discounts,7,3,Yes,9.98,No
2024-08-30,Organic,New,Mobile,Safari,iOS,Gujarat,Homepage,Checkout,Newsletter,8,1,Yes,1.73,No
2024-08-15,Referral,New,Mobile,Safari,iOS,Telangana,Blog,Product Page,Holiday Discounts,3,5,No,2.89,Yes
2024-07-19,Direct,New,Mobile,Chrome,Android,Uttar Pradesh,Checkout,Contact Us,Holiday Discounts,7,3,No,2.35,No
2024-08-25,Organic,New,Mobile,Chrome,Android,Maharashtra,Homepage,Homepage,Product Launch,2,0,Yes,5.82,No
